Country,Code,Year,LifeExpectancy_LR,AirPollution,AlcoholConsumption,TempAnnualMean,Temp5YrSmooth,Adult Mortality_LR,infant deaths_LR,Alcohol_LR,percentage expenditure_LR,Hepatitis B_LR,Measles_LR,BMI_LR,under-five deaths_LR,Polio_LR,Total expenditure_LR,Diphtheria_LR,HIV/AIDS_LR,GDP_LR,Population_LR,thinness  1-19 years_LR,thinness 5-9 years_LR,Income composition of resources_LR,Schooling_LR,Mortality Rate under 5,TB_Cases_per_100k,Mean years of schooling,Share of Population Using Clean Cooking Fuels (%),Infant Mortality Rate – Total (per 100 births),Population Using Safe Water (%),Sterberate Alkohol,Sterberate Drogen,Primary energy consumption
Netherlands,NLD,2010,80.8293,16.3015198382221,10.2,9.06,10.24,64.0,1.0,9.33,1035.621437,83.86914997675701,15.0,59.3,1.0,97.0,1.48,97.0,0.1,5338.25483,16615394.0,1.0,0.9,0.906,17.0,4.4,7.1,11.71,100.0,0.37366492,99.98206,1.7332363237774595,2.609828476364965,1170.6506
New Zealand,NZL,2010,81.0517,6.96830513959859,10.28,10.78,10.51,71.0,0.0,9.62,6664.148708,9.0,43.0,64.8,0.0,93.0,11.2,93.0,0.1,33691.34837,13456563.520530397,0.3,0.3,0.899,20.3,6.2,8.0,11.12,100.0,0.5163683,89.29714,1.1085642464441394,2.6507976975203777,235.13007
Nicaragua,NIC,2010,71.7608,20.6274477367636,3.75,25.85,25.85,154.0,3.0,3.38,302.7045411,98.0,0.0,5.2,3.0,99.0,6.58,98.0,0.1,1526.497938,5737723.0,1.9,1.8,0.614,11.4,23.3,53.0,6.82,44.7,1.9959993,51.666187,4.735633146602623,4.884118869246882,21.665756
Niger,NER,2010,57.0796,87.9840126481428,0.17,28.92,28.42,252.0,50.0,0.12,5.883760536,7.0,372.0,17.3,95.0,75.0,6.36,7.0,0.9,348.151511,16425578.0,1.7,1.6,0.312,4.5,136.5,113.0,1.95,1.3,6.698987,64.71782099599137,0.5931127930463436,0.606907668282191,6.888005
Nigeria,NGA,2010,51.3145,49.5384605715282,5.06,27.86,27.53,374.0,521.0,8.9,133.1230872,49.0,8491.0,22.2,817.0,54.0,3.47,54.0,4.8,2327.3267,158578261.0,11.3,11.2,0.492,9.5,135.1,219.0,8.577655464699909,1.9,8.420835,21.18622,0.6854608237249742,0.7083885251870067,243.69942
Norway,NOR,2010,81.0392,7.85010783433474,7.43,0.38,2.11,66.0,0.0,6.59,15268.06445,83.86914997675701,3.0,58.9,0.0,93.0,9.26,93.0,0.1,87646.75346,4889252.0,0.7,0.7,0.936,17.4,3.3,6.9,11.65,100.0,0.2650767,99.47454,5.678178158773087,11.891428345708444,499.1374
Oman,OMN,2010,77.1844,42.5453623091529,0.88,28.14,27.72,16.0,1.0,0.56,129.2260751,99.0,3.0,51.8,1.0,99.0,2.74,99.0,0.1,1928.74739,13456563.520530397,6.9,6.8,0.797,13.5,11.7,12.0,8.577655464699909,100.0,1.008432,86.11467,0.1776505397087889,0.5365213312914465,236.93105
Pakistan,PAK,2010,64.3784,46.5708385959715,0.079,22.0,21.61,172.0,372.0,0.04,0.66751505,82.0,4321.0,21.9,461.0,82.0,3.2,82.0,0.1,14.142268,1756182.0,2.2,2.7,0.521,7.5,87.1,276.0,5.22,35.1,7.0225687,38.4596,0.3898190510326277,0.818504275776051,740.7602
Panama,PAN,2010,76.417,15.1289454814112,6.51,25.64,25.55,122.0,1.0,6.94,1199.319976,94.0,0.0,54.2,2.0,95.0,8.5,94.0,0.1,7937.259931,3643222.0,2.0,1.9,0.756,12.8,18.6,53.0,9.72,100.0,1.5831548,64.71782099599137,0.6822241484414194,0.9895774514753832,91.285095
Papua New Guinea,PNG,2010,63.0557,17.2144137518733,1.4,24.79,24.71,286.0,10.0,0.79,18.99961966,56.0,0.0,44.9,14.0,72.0,4.18,67.0,1.1,1366.879112,718239.0,1.4,1.3,0.485,9.6,58.8,432.0,8.76782962962963,7.7,4.5253706,64.71782099599137,0.6942562253108283,0.7767269414031002,21.745659
Paraguay,PRY,2010,72.5506,12.3630674150856,6.37,23.5,23.85,152.0,3.0,5.65,359.9760397,89.0,0.0,46.4,3.0,85.0,9.1,89.0,0.1,3225.591754,629877.0,2.1,2.0,0.664,12.4,25.9,42.0,7.99,57.4,2.183448,58.082848,3.025467040592074,3.146662292257668,129.48898
Peru,PER,2010,72.8858,34.7111781547367,7.54,19.77,19.57,14.0,10.0,4.72,69.43934508,93.0,0.0,52.2,12.0,92.0,5.3,93.0,0.2,522.493191,29373646.0,1.1,1.1,0.708,13.3,20.4,134.0,9.28,66.1,1.5617043,48.52299,0.7221085276326943,1.318381389769645,225.28638
Philippines,PHL,2010,68.8833,23.0284261383751,6.12,26.27,26.15,218.0,58.0,4.85,198.2563794,77.0,6368.0,22.6,74.0,78.0,4.37,79.0,0.1,2129.499242,93726624.0,1.0,9.7,0.662,11.4,29.6,531.0,8.65,41.2,2.334906,45.236443,0.4839709406950483,0.586693993044477,341.03098
Poland,POL,2010,76.2823,26.9664708685675,11.3,7.64,8.6,13.0,2.0,10.59,220.4916851,98.0,13.0,58.4,2.0,96.0,6.88,99.0,0.1,12599.52486,3842794.0,2.1,2.2,0.822,15.1,6.0,21.0,11.62,100.0,0.5143685,93.23505,10.845240708339215,11.320132430273327,1157.2504
Portugal,PRT,2010,80.1149,10.7935723715541,11.4,15.76,15.92,88.0,0.0,12.25,3119.349824,97.0,5.0,58.1,0.0,97.0,1.44,98.0,0.1,22538.6548,15731.0,0.7,0.5,0.812,16.0,3.8,28.0,8.71,100.0,0.30505103,94.12394,1.6161686838012832,2.7128814681503384,304.1046
Qatar,QAT,2010,79.4438,82.4764401970049,1.17,28.85,28.18,76.0,0.0,1.16,37.76848819,97.0,295.0,66.0,0.0,98.0,2.9,97.0,0.1,736.22784,13456563.520530397,5.0,4.6,0.825,12.0,9.1,39.0,8.76782962962963,100.0,0.7829721,97.0315,0.1063937028549528,0.3884978096336602,335.14056
Romania,ROU,2010,73.5793,20.0206954096756,17.62,10.17,10.39,153.0,2.0,9.0,983.2518091,98.0,193.0,56.9,2.0,94.0,5.83,94.0,0.1,8297.483621,2246871.0,3.0,3.2,0.797,15.8,12.4,105.0,11.24,100.0,1.0511961,81.88552,3.882147149506047,4.860547063924274,396.42383
Russia,RUS,2010,68.1526,15.378627239492,13.76,-4.36,-3.83,256.0,15.0,11.05,162.8088054,97.0,129.0,57.5,17.0,98.0,6.83,97.0,0.2,1674.98771,142849449.0,2.3,2.5,0.773,13.7,10.4,85.0,8.577655464699909,96.1,0.8367697,75.27389,2.723867603138273,3.7385137455812334,7814.2354
Rwanda,RWA,2010,62.804,30.785874923407,1.25,19.6,19.25,26.0,16.0,7.92,63.78723633,97.0,121.0,18.3,23.0,93.0,7.91,97.0,2.3,563.491487,1246842.0,6.5,6.3,0.454,10.0,63.3,83.0,8.76782962962963,0.3,4.4052615,64.71782099599137,1.4078702822819118,1.9260782599328363,3.3498561
Samoa,WSM,2010,71.4512,12.5198995878353,2.59,27.67,27.47,144.0,0.0,3.01,434.7940679,57.0,8.0,72.5,0.0,57.0,5.7,62.0,0.1,3453.487434,18625.0,0.2,0.2,0.69,12.9,19.3,8.3,8.577655464699909,27.05,1.6538715,61.046913,0.7649176332660466,0.875652975159097,1.265527
Sao Tome and Principe,STP,2010,63.8667,21.9422424710632,5.92,19.46412393162393,19.46826617826618,24.0,0.0,5.58,63.04032682,98.0,0.0,26.9,0.0,98.0,5.24,98.0,0.5,1129.754961,174776.0,6.1,6.0,0.542,10.6,36.3,117.0,8.577655464699909,1.2,2.7715204,30.862951,0.6720864025824719,0.8182588178014364,0.5628879
Saudi Arabia,SAU,2010,75.6161,59.8441227942823,0.0,26.96,26.16,94.0,8.0,0.09,1197.946328,98.0,334.0,63.9,9.0,98.0,3.49,98.0,0.1,19259.58726,13456563.520530397,7.3,7.4,0.792,13.3,12.2,17.0,8.76782962962963,100.0,1.0535605,64.71782099599137,0.0110330800175544,0.1557185044546556,2451.1067
Senegal,SEN,2010,64.2214,57.0129259980585,0.41,29.43,28.95,212.0,21.0,0.28,1.020071763,89.0,428.0,21.7,32.0,76.0,4.62,89.0,0.4,11.631377,12916229.0,1.4,1.3,0.449,7.7,63.0,132.0,3.11,33.4,4.261079,22.962149,0.7746601838619219,0.8028289505166699,26.842123
Serbia,SRB,2010,74.3762,31.3045032362704,9.93,11.14,11.62,128.0,1.0,9.65,774.4396617,89.0,20.0,57.0,1.0,91.0,1.9,91.0,0.1,5411.87744,7291436.0,2.2,2.3,0.755,13.6,7.6,30.0,11.52,67.5,0.6569583,74.73295,4.760098448012324,5.790053433799473,200.62114
Seychelles,SYC,2010,72.4771,8.99566322405777,7.77,27.4,27.2,18.0,0.0,6.51,16.49232317,99.0,0.0,33.5,0.0,99.0,3.59,99.0,0.1,184.68447,8977.0,5.8,6.2,0.74,13.2,14.1,21.0,8.577655464699909,100.0,1.2131183,64.71782099599137,0.6164260572702902,1.352827823712159,4.1934004
Sierra Leone,SLE,2010,51.9272,36.9214785886428,0.31,26.84,26.56,424.0,27.0,3.84,5.347717533,86.0,1089.0,21.7,40.0,84.0,1.32,86.0,1.6,45.128418,645872.0,8.3,8.2,0.384,8.7,158.7,317.0,4.28,0.4,10.734066,7.1827683,0.7721814679064007,0.7910155780944119,2.9497683
Singapore,SGP,2010,81.6472,13.796807103582,1.92,27.92,27.63,61.0,0.0,1.84,4540.543752,96.0,50.0,31.8,0.0,96.0,3.96,96.0,0.1,46569.67951,13456563.520530397,2.1,2.1,0.889,14.5,2.8,35.0,8.76782962962963,100.0,0.22460584,100.0,0.0569596222725297,0.2504307528423024,773.3151
Slovakia,SVK,2010,75.4963,21.4676594892892,10.54,8.11,8.89,124.0,0.0,10.13,0.0,99.0,0.0,55.9,0.0,99.0,8.51,99.0,0.1,8307.809811306384,13456563.520530397,1.3,1.3,0.822,15.0,6.9,8.7,8.76782962962963,100.0,0.5714706,97.93309,3.239913153708794,3.886188856852778,205.4999
Slovenia,SVN,2010,79.3008,18.9417578654309,11.14,9.11,9.93,87.0,0.0,10.32,3187.496219,83.86914997675701,2.0,57.0,0.0,96.0,9.7,96.0,0.1,23437.4722,248583.0,1.6,1.6,0.872,16.9,3.2,9.4,8.76782962962963,100.0,0.2639685,91.78527,7.692232452890278,8.836080879945463,86.566666
Solomon Islands,SLB,2010,68.6694,13.4199037039275,1.12,26.02,25.92,188.0,0.0,1.1,29.5207994,9.0,0.0,46.4,0.0,94.0,7.47,9.0,0.1,1272.44825,52779.0,1.2,1.2,0.492,9.3,27.2,78.0,8.577655464699909,8.3,2.2274156,64.71782099599137,0.9432461932759008,1.035931230889673,1.5564928
South Africa,ZAF,2010,58.8863,24.861273041525,8.68,18.58,18.18,428.0,43.0,7.28,1038.885632,71.0,12499.0,47.2,62.0,72.0,8.5,72.0,11.0,7362.76139,5979432.36,7.3,8.9,0.63,12.8,50.0,1230.0,9.89,77.0,3.5706604,64.71782099599137,1.12958825254804,2.5623438747823992,1463.9884
Spain,ESP,2010,82.0063,12.4298524075247,9.49,13.7,14.08,64.0,1.0,9.78,578.7417172,97.0,302.0,63.5,2.0,97.0,9.56,97.0,0.1,3736.228,46576897.0,0.6,0.5,0.86,16.4,3.8,17.0,10.75,100.0,0.3150843,99.60647,0.8508868013550863,2.4864781230907083,1692.3475
Sri Lanka,LKA,2010,74.4626,22.0458163253294,2.6,27.45,27.26,138.0,3.0,2.31,191.7267589,99.0,79.0,19.8,4.0,99.0,3.43,99.0,0.1,2819.511161,2119.0,15.3,15.3,0.739,13.5,11.2,66.0,10.67,22.0,0.96413106,46.283875,1.1501801629863162,1.7218041111387534,69.6159
Sudan,SDN,2010,62.9792,59.6794173541135,0.045,29.14,28.36,243.0,62.0,1.77,172.0097884,75.0,680.0,39.685781413156974,92.0,9.0,7.97,9.0,0.3,1476.47887,34385963.0,4.7444178558997585,4.772889836407936,0.461,7.0,74.2,119.0,3.49,31.9,5.003703,64.71782099599137,0.1186469045222958,1.2652157799649706,87.87112
Suriname,SUR,2010,69.6262,24.7300040259854,5.7,26.94,26.58,19.0,0.0,5.26,99.08095375,86.0,0.0,54.8,0.0,96.0,5.81,96.0,0.5,833.31332,52613.0,3.5,3.4,0.7,12.3,23.2,46.0,8.577655464699909,87.4,2.0628588,53.676456,2.3214404661167363,2.8705467679555507,13.780254
Sweden,SWE,2010,81.519,7.82247575410873,9.79,1.3,3.1,58.0,0.0,7.2,778.2477467,83.86914997675701,6.0,57.3,0.0,98.0,9.47,98.0,0.1,5276.25591,9378126.0,1.3,1.3,0.895,15.8,3.1,7.5,11.95,100.0,0.25141618,99.52669,4.564143466385789,8.059190672815813,621.73535
Switzerland,CHE,2010,82.2873,13.2556694848526,11.32,5.34,6.3,57.0,0.0,10.01,2198.590865,83.86914997675701,77.0,55.4,0.0,96.0,11.7,95.0,0.1,74276.71842,782499.0,0.5,0.4,0.92,15.4,4.6,7.5,12.92,100.0,0.390462,96.7,3.3711516103420025,6.264191664681896,359.47733
Syria,SYR,2010,73.5417,29.1311036349137,0.99,20.3,18.93,127.0,7.0,0.78,0.0,84.0,26.0,52.3,9.0,83.0,3.28,8.0,0.1,771.923894523803,2118834.0,6.4,6.1,0.65,11.7,19.0,21.0,7.07,98.6,1.6290388,64.71782099599137,0.1399577374064933,0.9494305194396836,300.48273
Tajikistan,TJK,2010,68.3698,39.7949542469115,0.69,4.34,4.02,171.0,10.0,0.32,43.34099958,93.0,0.0,36.6,12.0,95.0,6.4,93.0,0.2,738.3475227,764163.0,3.7,3.8,0.603,11.1,37.0,128.0,8.76782962962963,68.6,3.6993847,47.413002,2.2642263824792304,2.490514842574071,57.19694
Tanzania,TZA,2010,61.1266,23.1053112582158,11.92,23.21,22.85,36.0,89.0,4.19,0.0,91.0,167.0,2.7,131.0,94.0,5.3,91.0,4.6,8307.809811306384,13456563.520530397,7.1,7.1,0.6598513368983958,12.4773440285205,68.6,426.0,8.76782962962963,1.5,4.5539904,7.7577424,1.036911394133081,1.6897908473134595,38.205566
Thailand,THA,2010,75.0117,33.4690505539545,7.57,27.32,26.71,158.0,10.0,5.95,71.6850913,98.0,2583.0,27.9,12.0,99.0,3.81,99.0,0.2,575.32176,672888.0,8.2,8.3,0.711,13.1,14.2,181.0,8.47,73.2,1.0776246,64.71782099599137,1.6788646157425045,1.837430552334196,1179.445
Togo,TGO,2010,57.2266,47.1272031157292,1.79,27.78,27.44,323.0,14.0,1.21,41.96145465,83.0,120.0,21.4,21.0,83.0,5.37,83.0,3.8,487.9238913,652952.0,7.3,7.2,0.449,11.0,88.7,76.0,6.09,3.4,5.8202486,8.690156,0.9712674371244516,0.9920256317283318,11.477035
Tonga,TON,2010,71.3185,12.3324714777308,1.18,24.99,24.96,142.0,0.0,1.24,471.8307668,82.0,0.0,72.7,0.0,84.0,4.59,82.0,0.1,3547.59975,14137.0,0.1,0.1,0.707,14.4,13.1,12.0,8.76782962962963,59.8,1.1338981,29.429035,0.7009078816968857,0.8122009413686844,0.5342066
Trinidad and Tobago,TTO,2010,71.809,22.6607381954116,6.15,27.03,26.58,179.0,0.0,6.5,1389.772683,9.0,0.0,42.0,0.0,91.0,5.29,9.0,0.4,16683.94578,13281.0,5.9,6.3,0.772,12.5,24.7,18.0,10.96,100.0,1.9894445,64.71782099599137,1.92891176632686,2.347286692722587,233.52127
Tunisia,TUN,2010,74.4376,27.1525896814577,1.66,20.77,20.71,12.0,3.0,1.28,64.85616718,98.0,1.0,56.5,3.0,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,6.3,0.71,14.4,18.7,28.0,8.0,99.3,1.6148493,74.47888,0.1302401272003796,1.6958943091136165,88.802345
Turkey,TUR,2010,74.9642,24.6357302627663,2.12,13.15,11.85,116.0,21.0,1.49,32.78235828,96.0,7.0,61.9,25.0,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9,4.7,0.715,13.0,17.9,25.0,8.577655464699909,94.1,1.5370493,64.71782099599137,2.723867603138273,3.7385137455812334,1253.1666
Turkmenistan,TKM,2010,68.6078,21.4722278171731,2.66,17.55,16.7,211.0,7.0,2.48,385.325164,96.0,0.0,44.2,8.0,96.0,1.99,96.0,0.1,4439.23,58721.0,3.2,3.3,0.0,10.6,43.6,79.0,8.577655464699909,99.9,3.722592,81.80358,3.844040985863416,4.989308783164899,246.76543
Uganda,UGA,2010,59.9593,32.517551165181,14.0,23.81,23.45,362.0,79.0,10.03,116.202964,8.0,1313.0,16.3,119.0,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9,76.1,210.0,5.87,0.85,4.956188,8.381659,0.9239105216943712,1.3322597003080563,19.54894
Ukraine,UKR,2010,70.1883,19.7107703520874,11.66,9.46,9.46,212.0,5.0,8.39,375.6835376,48.0,39.0,58.5,6.0,57.0,7.81,52.0,0.2,2965.142365,45877.0,2.4,2.5,0.728,14.9,11.7,110.0,8.76782962962963,94.4,1.0088902,84.61851,15.93293911285555,18.52212072056145,1426.9147
United Arab Emirates,ARE,2010,81.886,42.4230172315555,1.96,28.87,28.34,82.0,1.0,1.69,308.0660742,94.0,87.0,55.8,1.0,94.0,3.93,94.0,0.1,3549.14832,13456563.520530397,5.1,4.9,0.826,13.3,8.8,1.8,8.76782962962963,100.0,0.6975657,64.71782099599137,0.233181311570772,1.168699859884913,972.4917
United Kingdom,GBR,2010,80.3908,12.4589114498692,10.95,8.17,9.08,77.0,3.0,10.88,0.0,83.86914997675701,443.0,63.6,4.0,94.0,9.51,94.0,0.1,8307.809811306384,13456563.520530397,0.8,0.5,0.6598513368983958,12.4773440285205,5.2,14.0,12.46,100.0,0.44345164,99.94968,2.358578217847444,6.342325024290597,2481.1199
United States,USA,2010,78.6681,9.27587988353719,9.34,9.35,9.28,15.0,25.0,8.55,0.0,92.0,63.0,66.9,30.0,93.0,17.2,95.0,0.1,8307.809811306384,13456563.520530397,0.7,0.6,0.6598513368983958,12.4773440285205,7.3,4.1,13.24,100.0,0.62417614,95.55789,3.572618578459277,14.032200039824506,25953.547
Uruguay,URY,2010,76.6911,10.0305604083746,6.31,17.93,17.93,118.0,0.0,6.21,2331.532804,95.0,0.0,61.2,1.0,95.0,8.63,95.0,0.1,11938.212,3374415.0,1.5,1.5,0.777,15.6,10.8,24.0,8.61,100.0,0.9214469,64.71782099599137,2.4940097594044426,2.822162890516396,61.32824
Uzbekistan,UZB,2010,69.8364,33.7300329449397,1.79,14.48,13.72,183.0,20.0,2.73,119.4571154,99.0,117.0,4.7,23.0,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0,3.1,0.657,11.9,30.1,97.0,8.577655464699909,85.7,2.6678026,66.90957,0.9546858711794874,1.3743341882973823,526.20746
Vanuatu,VUT,2010,69.5703,14.161468828928,1.67,24.91,24.44,145.0,0.0,0.91,471.8626525,62.0,0.0,49.1,0.0,66.0,4.71,65.0,0.1,2965.82434,236295.0,1.5,1.4,0.59,10.8,21.2,69.0,8.577655464699909,12.2,2.0141044,64.71782099599137,0.7547971170647408,0.8525406735634956,0.67907953
Venezuela,VEN,2010,73.0922,20.159103445557,7.75,26.17,25.79,158.0,9.0,7.22,0.0,78.0,0.0,59.3,10.0,74.0,5.4,78.0,0.1,8307.809811306384,13456563.520530397,1.6,1.5,0.754,14.0,17.2,28.0,8.78,96.8,1.4686793,64.71782099599137,0.4479908019049338,0.6087153953517844,957.00903
Vietnam,VNM,2010,73.6107,23.0762596678067,7.37,25.06,24.62,133.0,29.0,3.93,0.0,88.0,2809.0,14.0,35.0,94.0,6.36,93.0,0.1,8307.809811306384,13456563.520530397,14.5,15.4,0.647,11.9,23.1,231.0,8.76782962962963,51.2,1.8424133,51.256012,0.8698523845667611,1.813148339496154,540.2252
Yemen,YEM,2010,67.223,39.1673543166565,0.058,25.79,25.57,233.0,35.0,0.06,0.0,76.0,510.0,37.2,45.0,77.0,5.17,76.0,0.1,8307.809811306384,13456563.520530397,13.7,13.7,0.488,8.5,54.9,52.0,3.84,59.7,4.3012476,64.71782099599137,0.0958210136140788,0.9350825969236202,99.73686
Zambia,ZMB,2010,56.896,25.4210227502292,3.31,22.62,22.12,363.0,30.0,2.47,184.3649102,83.0,15754.0,2.7,45.0,8.0,4.41,83.0,6.8,1463.213573,138533.0,6.7,6.5,0.533,11.8,75.7,495.0,7.4,16.0,5.114272,64.71782099599137,1.0645178762161354,1.718570374003369,38.178368
Zimbabwe,ZWE,2010,51.9252,21.4862213773936,3.31,22.25,21.89,527.0,29.0,5.21,53.30858081,9.0,9696.0,29.4,44.0,89.0,5.37,89.0,15.7,713.63562,1486317.0,7.1,7.0,0.436,10.0,85.0,416.0,7.86,30.4,5.246938,28.212395,0.2738032155790995,0.6602923836640177,46.1291
Afghanistan,AFG,2011,61.2503,61.8170559083924,0.008,13.55,13.61,275.0,71.0,0.01,7.097108703,68.0,3013.0,17.2,97.0,68.0,7.87,68.0,0.1,63.537231,2978599.0,18.2,18.2,0.454,9.5,84.6,189.0,4.106,21.3,6.225707,20.212885,0.1709993892343836,1.3831896974453215,42.00513
Albania,ALB,2011,78.3029,22.7999042481871,5.58,12.39,12.76,88.0,0.0,5.37,437.0621,99.0,28.0,55.1,1.0,99.0,5.71,99.0,0.1,4437.17868,295195.0,1.4,1.5,0.738,13.3,12.2,17.0,10.35,68.1,1.0845627,64.3274,0.486184049502514,1.559943546116728,31.485647
Algeria,DZA,2011,74.3834,23.5721077905837,0.44,23.78,23.83,116.0,21.0,0.56,509.0020405,95.0,112.0,55.0,24.0,95.0,5.29,95.0,0.1,5432.2523,36819558.0,5.9,5.8,0.724,14.0,27.3,73.0,7.11,99.3,2.3264563,75.46992,0.1149368308701678,1.575757992763205,464.48825
Angola,AGO,2011,58.0931,24.337940171596,8.59,21.49,21.57,361.0,75.0,8.06,239.8913921,72.0,1449.0,21.0,115.0,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,8.8,0.495,9.4,112.1,383.0,8.577655464699909,45.2,7.09711,64.71782099599137,0.9468718077325924,1.1841676965985353,87.199165
Antigua and Barbuda,ATG,2011,77.0227,17.2285490405827,5.91,19.46412393162393,19.46826617826618,136.0,0.0,7.84,1810.875316,99.0,0.0,45.1,0.0,99.0,5.65,99.0,0.1,11929.34991,13456563.520530397,3.3,3.3,0.782,14.1,11.7,8.0,8.577655464699909,100.0,0.9793476,64.71782099599137,6.0030399632909175,6.425050912539285,2.8294127
Argentina,ARG,2011,76.0998,14.2389306717038,8.11,15.13,15.21,12.0,9.0,8.11,1504.329462,91.0,3.0,6.4,10.0,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.9,0.816,17.1,13.9,27.0,9.686,99.4,1.2427146,64.71782099599137,1.706464265867064,1.8410630367387248,909.091
Armenia,ARM,2011,73.1852,41.8107255386856,5.03,7.13,8.1,128.0,1.0,4.09,260.9963826,95.0,0.0,51.9,1.0,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,2.1,0.729,12.7,17.8,55.0,8.828007407407407,96.1,1.5777502,83.21717,2.1903846559982822,2.590051353715697,41.41521
Australia,AUS,2011,82.0911,7.32070663499973,10.9,21.44,21.78,63.0,1.0,10.3,10986.26527,92.0,190.0,64.4,1.0,92.0,9.2,92.0,0.1,62245.129,223424.0,0.6,0.6,0.927,19.8,4.5,6.4,11.936,100.0,0.38109538,64.71782099599137,1.803358377700344,6.064813657376556,1558.6023
Austria,AUT,2011,80.8281,16.3676317593698,12.35,7.92,7.58,73.0,0.0,12.04,8272.306757,89.0,68.0,55.7,0.0,89.0,1.94,89.0,0.1,51126.74139,8391643.0,1.7,2.0,0.88,15.7,4.2,9.2,10.158,100.0,0.3467434,98.603096,5.187539318997586,7.560225835856487,395.86884
Azerbaijan,AZE,2011,70.5651,27.4281061456644,1.78,12.36,13.26,125.0,5.0,1.98,263.142699,84.0,0.0,48.8,6.0,91.0,5.1,87.0,0.1,7189.691229,917382.0,2.8,2.9,0.741,11.7,35.4,125.0,8.577655464699909,94.3,3.0685525,65.54863,2.414209380486466,2.787417189905338,145.73923
Bahamas,BHS,2011,73.5712,17.6418562262103,4.36,25.56,25.35,162.0,0.0,9.34,0.0,95.0,0.0,62.0,0.0,97.0,7.63,98.0,0.1,8307.809811306384,13456563.520530397,2.5,2.5,0.788,12.6,15.0,12.0,8.577655464699909,100.0,1.2963127,64.71782099599137,3.408738432196877,3.7140572067022752,11.710016
Bahrain,BHR,2011,79.1409,66.7273263961034,2.27,27.66,27.9,76.0,0.0,1.66,197.7734681,99.0,0.0,6.8,0.0,99.0,3.4,99.0,0.1,2281.1242,13456563.520530397,6.1,6.0,0.812,14.4,8.3,21.0,8.828007407407407,100.0,0.7186066,98.92124,0.1114857220886599,0.4096770060106903,170.41501
Bangladesh,BGD,2011,68.4988,52.2951110557553,0.004,25.87,25.89,14.0,118.0,0.01,62.34988484,96.0,5625.0,15.8,150.0,96.0,3.16,96.0,0.1,835.789341,153911916.0,18.7,19.2,0.545,9.4,46.7,221.0,6.328,13.6,3.718272,54.95632,0.0128200840158405,0.3802552328217948,271.5203
Barbados,BRB,2011,75.5985,20.745049418333,8.35,26.63,26.66,14.0,0.0,8.51,173.9825629,91.0,0.0,51.4,0.0,91.0,6.67,91.0,0.1,15534.1574,13456563.520530397,3.8,3.8,0.78,15.5,13.7,0.0,9.548,100.0,1.311909,64.71782099599137,1.9649784854531809,2.1562778454584666,7.7383537
Belarus,BLR,2011,71.0679,18.6953550823705,14.82,7.68,7.46,232.0,0.0,17.31,846.9113071,98.0,50.0,59.9,1.0,98.0,4.92,98.0,0.1,6519.71753,9473172.0,2.0,2.1,0.787,15.5,5.2,62.0,8.577655464699909,98.8,0.39635065,90.58958,31.623778131660043,35.461974738771346,300.68427
Belgium,BEL,2011,80.3664,16.3662739599691,11.32,11.2,10.44,8.0,0.0,10.11,713.5297354,97.0,576.0,62.3,1.0,98.0,1.42,98.0,0.1,4772.77415,1147744.0,0.9,0.9,0.884,16.1,4.4,10.0,11.304,100.0,0.36025822,99.64798,4.221636593917446,5.961275009761241,713.59216
Belize,BLZ,2011,70.9755,25.0167214312121,6.11,25.86,25.74,188.0,0.0,6.64,605.6286892,95.0,0.0,47.8,0.0,95.0,5.61,95.0,0.5,4516.24675,329192.0,3.5,3.4,0.7,12.4,18.3,26.0,11.136,83.5,1.5640471,64.71782099599137,1.9675849997510968,2.1081394260959043,2.9482436
Benin,BEN,2011,58.4618,47.392759069621,8.65,28.19,28.17,251.0,25.0,1.4,110.2633619,75.0,426.0,23.5,39.0,77.0,5.37,75.0,1.4,825.9427854,94682.0,7.6,7.5,0.454,9.8,106.2,67.0,4.74,4.7,6.8113837,64.71782099599137,0.7439841491535235,0.764147863258195,20.14517
Bhutan,BTN,2011,69.2802,30.4700767007183,0.83,10.44,10.61,225.0,0.0,0.23,289.8524057,95.0,10.0,21.1,1.0,95.0,4.73,95.0,0.5,2458.45976,7451.0,16.3,17.0,0.572,11.9,37.7,216.0,8.577655464699909,67.9,3.0720787,30.242043,0.4435487668379869,0.8570917526783013,16.670433
Bolivia,BOL,2011,66.2816,27.3182933267548,4.52,20.66,20.6,198.0,9.0,3.93,0.0,95.0,0.0,49.9,11.0,95.0,5.49,95.0,0.2,8307.809811306384,13456563.520530397,1.2,1.1,0.649,13.8,39.7,131.0,8.58,77.2,3.1585417,64.71782099599137,2.2929217098855537,2.75405260701468,69.82768
